cl_type,cl_id,book,chapter,verse,clause_type_etcbc,clause_rela,book2,ebh_lbh,genre,txt_type,s_p_order,CP,cl_len,subj_type,subj_det,subj_len,pc_type,pc_det,pc_len,main_sub,nega,language,subgenre,Adju,Cmpl,Conj,EPPr,ExsS,Exst,Frnt,IntS,Intj,Loca,ModS,Modi,NCoS,NCop,Nega,Objc,PrAd,PrcS,PreO,PreS,PtcO,Ques,Rela,Supp,Time,Voct,Unkn,mother
nom,15524,1QS,4,16,NmCl,NA_,1QS,Qumranic,prose,?,PS,KJ,3,NP,und,1,NP,und,1,SubAdv,non_neg,Hebrew,_,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,impf
nom,15528,1QS,4,17,NmCl,NA_,1QS,Qumranic,prose,?,SP,W,4,NP,det,3,PP,und,2,Main,non_neg,Hebrew,_,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,impf
nom,15529,1QS,4,17,NmCl,NA_,1QS,Qumranic,prose,?,SP,W,3,NP,und,1,PP,det,4,Main,non_neg,Hebrew,_,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nominal
hyh,15564,1QS,4,29,xYqX,Attr_,1QS,Qumranic,prose,?,PS,>CR,3,NP,und,6,AdvP,NA,1,SubMod,non_neg,Hebrew,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,impf
hyh,15579,1QS,4,32,xYqX,Attr_,1QS,Qumranic,prose,?,PS,>CR,3,NP,det,2,AdvP,NA,1,SubMod,non_neg,Hebrew,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,impf
nom,15587,1QS,4,34,NmCl,NA_,1QS,Qumranic,prose,?,SP,no_conj,2,DPrP,det,2,NP,det,6,Main,non_neg,Hebrew,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,impf
nom,15588,1QS,4,35,NmCl,Adju_,1QS,Qumranic,prose,?,SP,no_conj,2,NP,und,1,PP,det,3,SubAdv,non_neg,Hebrew,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nominal
nom,15607,1QS,4,41,NmCl,Attr_,1QS,Qumranic,prose,?,PS,>CR,4,NP,und,1,PP,det,2,SubMod,non_neg,Hebrew,_,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,no_pred
nom,15613,1QS,4,41,NmCl,NA_,1QS,Qumranic,prose,Q,PS,no_conj,3,NP,und,1,PP,det,2,Main,non_neg,Hebrew,_,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,perf
hyh,15654,1QS,4,53,WYqX,NA_,1QS,Qumranic,prose,?,SP,W,3,NP,det,2,PP,det,3,Main,non_neg,Hebrew,_,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,impf
nom,15656,1QS,5,1,NmCl,NA_,1QS,Qumranic,prose,?,SP,W,3,DPrP,det,1,NP,det,2,Main,non_neg,Hebrew,_,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_mother
hyh,15788,1QS,5,29,WQtX,Resu_,1QS,Qumranic,prose,?,SP,W,3,NP,det,2,PP,det,2,Main,non_neg,Hebrew,_,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_pred
nom,15790,1QS,6,1,NmCl,NA_,1QS,Qumranic,prose,?,PS,no_conj,2,NP,und,6,PP,det,4,Main,non_neg,Hebrew,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_mother
hyh,15800,1QS,6,2,InfC,Adju_,1QS,Qumranic,prose,?,SP,no_conj,2,DPrP,det,1,PP,det,2,SubAdv,non_neg,Hebrew,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ptca
nom,15804,1QS,6,3,NmCl,NA_,1QS,Qumranic,prose,?,SP,no_conj,2,PPrP,det,1,NP,det,5,Main,non_neg,Hebrew,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ptca
hyh,15820,1QS,6,6,InfC,NA_,1QS,Qumranic,prose,?,SP,W,5,DPrP,det,1,PP,det,3,SubAdv,non_neg,Hebrew,_,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,impf
nom,15827,1QS,6,7,NmCl,NA_,1QS,Qumranic,prose,?,SP,no_conj,2,PPrP,det,1,NP,det,3,Main,non_neg,Hebrew,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,impf
nom,15841,1QS,6,11,NmCl,NA_,1QS,Qumranic,prose,?,SP,W,3,DPrP,det,1,NP,det,2,Main,non_neg,Hebrew,_,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,impf
nom,15887,1QS,6,27,NmCl,NA_,1QS,Qumranic,prose,?,SP,no_conj,3,DPrP,det,1,NP,det,2,Main,non_neg,Hebrew,_,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nominal
nom,15908,1QS,6,30,NmCl,NA_,1QS,Qumranic,prose,?,SP,W,4,NP,det,2,PP,det,3,Main,non_neg,Hebrew,_,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,infc
nom,15921,1QS,6,32,NmCl,NA_,1QS,Qumranic,prose,?,SP,no_conj,2,PPrP,det,1,NP,und,1,Main,non_neg,Hebrew,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,infc
nom,15928,1QS,6,34,NmCl,NA_,1QS,Qumranic,prose,?,SP,W,6,DPrP,det,1,NP,det,3,Main,non_neg,Hebrew,_,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,nominal
nom,15929,1QS,6,35,NmCl,NA_,1QS,Qumranic,prose,?,SP,no_conj,3,NP,und,2,PP,und,3,Main,non_neg,Hebrew,_,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nominal
nom,15932,1QS,6,35,NmCl,NA_,1QS,Qumranic,prose,?,SP,W,3,NP,und,1,PP,und,2,Main,non_neg,Hebrew,_,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nominal
hyh,15934,1QS,6,36,InfC,NA_,1QS,Qumranic,prose,?,SP,W,4,NP,und,1,VP,NA,1,SubAdv,non_neg,Hebrew,_,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nominal
nom,15961,1QS,7,4,NmCl,Adju_,1QS,Qumranic,prose,D,SP,no_conj,2,DPrP,det,1,PP,det,2,SubAdv,non_neg,Hebrew,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nominal
nom,15973,1QS,7,10,NmCl,NA_,1QS,Qumranic,prose,D,SP,W,3,NP,det,3,PP,und,3,Main,non_neg,Hebrew,_,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,impf
nom,15974,1QS,7,10,NmCl,NA_,1QS,Qumranic,prose,D,SP,W,3,NP,det,3,PP,det,4,Undc,non_neg,Hebrew,_,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nominal
nom,16005,1QS,7,20,NmCl,Objc_,1QS,Qumranic,prose,D,PS,KJ,3,NP,und,3,PP,det,3,SubArg,non_neg,Hebrew,_,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,impf
nom,16006,1QS,7,20,NmCl,Coor_,1QS,Qumranic,prose,D,PS,W,3,NP,det,3,NP,und,1,SubAdv,non_neg,Hebrew,_,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nominal
nom,16012,1QS,7,23,NmCl,NA_,1QS,Qumranic,prose,D,PS,KJ,3,NP,und,3,PP,und,2,SubAdv,non_neg,Hebrew,_,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,impf
nom,16028,1QS,7,29,NmCl,NA_,1QS,Qumranic,prose,D,SP,W,3,NP,und,2,PP,det,3,Main,non_neg,Hebrew,_,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,impf
nom,16052,1QS,7,34,NmCl,Resu_,1QS,Qumranic,prose,D,PS,no_conj,2,NP,det,2,PP,und,2,Main,non_neg,Hebrew,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_pred
nom,16053,1QS,7,34,NmCl,NA_,1QS,Qumranic,prose,D,PS,W,3,NP,det,7,PP,det,3,Main,non_neg,Hebrew,_,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nominal
nom,16059,1QS,7,36,NmCl,NA_,1QS,Qumranic,prose,D,PS,no_conj,2,NP,det,3,PP,und,3,Main,non_neg,Hebrew,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nominal
nom,16062,1QS,7,37,NmCl,Resu_,1QS,Qumranic,prose,D,SP,no_conj,2,PPrP,det,1,NP,det,3,Main,non_neg,Hebrew,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_pred
nom,16063,1QS,7,37,NmCl,Coor_,1QS,Qumranic,prose,D,SP,W,3,NP,det,2,NP,det,3,Main,non_neg,Hebrew,_,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nominal
nom,16064,1QS,7,38,NmCl,NA_,1QS,Qumranic,prose,D,PS,W,3,NP,det,2,PP,det,4,Main,non_neg,Hebrew,_,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nominal
nom,16065,1QS,7,38,NmCl,NA_,1QS,Qumranic,prose,D,SP,no_conj,2,NP,und,4,PP,det,4,Main,non_neg,Hebrew,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nominal
nom,16075,1QS,7,41,NmCl,NA_,1QS,Qumranic,prose,D,SP,W,3,PPrP,det,1,PP,und,8,Main,non_neg,Hebrew,_,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,perf
nom,16076,1QS,7,42,NmCl,NA_,1QS,Qumranic,prose,D,SP,no_conj,2,NP,det,10,PP,und,3,Main,non_neg,Hebrew,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nominal
nom,16078,1QS,7,43,NmCl,NA_,1QS,Qumranic,prose,D,PS,KJ,3,NP,det,2,PP,det,3,SubAdv,non_neg,Hebrew,_,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nominal
nom,16080,1QS,7,44,NmCl,NA_,1QS,Qumranic,prose,D,PS,KJ,3,NP,det,2,PP,und,2,Undc,non_neg,Hebrew,_,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nominal
nom,16081,1QS,7,44,NmCl,NA_,1QS,Qumranic,prose,D,PS,W,3,NP,det,3,PP,det,3,Main,non_neg,Hebrew,_,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nominal
hyh,16082,1QS,7,44,WxQX,NA_,1QS,Qumranic,prose,D,PS,W,3,NP,und,1,PP,det,3,Main,non_neg,Hebrew,_,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nominal
nom,16088,1QS,7,46,NmCl,NA_,1QS,Qumranic,prose,D,SP,no_conj,3,NP,und,2,NP,det,2,Main,non_neg,Hebrew,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,impf
hyh,16112,1QS,7,54,WXQt,NA_,1QS,Qumranic,prose,Q,SP,W,3,NP,det,3,PP,det,3,Main,non_neg,Hebrew,_,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,perf
nom,16113,1QS,7,55,NmCl,NA_,1QS,Qumranic,prose,Q,SP,W,4,NP,und,1,PP,det,2,Main,neg,Hebrew,_,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,perf
nom,16120,1QS,7,57,NmCl,NA_,1QS,Qumranic,prose,Q,PS,W,5,PPrP,det,4,IPrP,und,1,Main,non_neg,Hebrew,_,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,perf
nom,16124,1QS,7,59,NmCl,Resu_,1QS,Qumranic,prose,Q,PS,no_conj,2,NP,det,2,PP,und,2,Main,non_neg,Hebrew,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_pred
nom,16125,1QS,7,59,NmCl,NA_,1QS,Qumranic,prose,Q,PS,W,3,NP,det,2,NP,und,2,Main,non_neg,Hebrew,_,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nominal
nom,16126,1QS,7,60,NmCl,NA_,1QS,Qumranic,prose,Q,SP,W,3,PPrP,det,1,NP,und,1,Main,non_neg,Hebrew,_,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nominal
nom,16128,1QS,7,60,NmCl,NA_,1QS,Qumranic,prose,Q,PS,W,3,NP,det,2,PP,det,3,Main,non_neg,Hebrew,_,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nominal
nom,16141,Kuntillet_Ajrud,19,1,NmCl,NA_,Kuntillet_Ajrud,Epigraphic,prose,Q,PS,no_conj,3,PPrP,det,1,NP,und,1,Main,non_neg,Hebrew,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,impv
nom,16185,Arad,40,1,NmCl,NA_,Arad,Epigraphic,prose,Q,SP,W,3,DPrP,det,1,PP,det,3,Main,non_neg,Hebrew,_,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,infc
nom,16187,Balaam,1,1,NmCl,NA_,Balaam,Epigraphic,prose,D,SP,no_conj,2,DPrP,det,1,NP,det,4,Main,non_neg,Hebrew,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_mother
nom,16188,Balaam,1,1,NmCl,Attr_,Balaam,Epigraphic,prose,D,PS,no_conj,2,PPrP,det,1,NP,und,1,SubMod,non_neg,Hebrew,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nominal
nom,16219,Balaam,1,5,NmCl,NA_,Balaam,Epigraphic,prose,Q,PS,no_conj,3,NP,und,1,AdvP,NA,1,Main,non_neg,Hebrew,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,impv
nom,16257,Balaam,2,1,NmCl,NA_,Balaam,Epigraphic,prose,?,PS,no_conj,2,NP,und,1,PP,det,2,Main,non_neg,Hebrew,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nominal
nom,16311,Balaam,2,8,NmCl,NA_,Balaam,Epigraphic,prose,Q,PS,no_conj,2,NP,und,3,PP,det,2,Main,non_neg,Hebrew,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,perf
nom,16319,Ketef_Hinnom,1,1,NmCl,NA_,Ketef_Hinnom,Epigraphic,prose,Q,PS,KJ,3,NP,und,1,PP,det,2,SubAdv,non_neg,Hebrew,_,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nominal
nom,16339,Lachish,3,1,AjCl,NA_,Lachish,Epigraphic,prose,Q,SP,KJ,3,NP,det,3,AdjP,NA,1,SubAdv,non_neg,Hebrew,_,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,impv
nom,16344,Lachish,3,1,AjCl,NA_,Lachish,Epigraphic,prose,Q,PS,no_conj,2,PrNP,det,1,AdjP,NA,1,Main,non_neg,Hebrew,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,perf
nom,16370,Lachish,4,1,NmCl,NA_,Lachish,Epigraphic,prose,D,PS,no_conj,3,NP,und,1,AdvP,NA,1,Main,neg,Hebrew,_,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,perf
nom,16382,Lachish,5,1,NmCl,NA_,Lachish,Epigraphic,prose,D,PS,no_conj,2,NP,det,2,IPrP,und,1,Main,non_neg,Hebrew,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,impf
nom,16390,Lachish,6,1,NmCl,NA_,Lachish,Epigraphic,prose,Q,SP,no_conj,2,IPrP,und,1,NP,det,2,Main,non_neg,Hebrew,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,impf
nom,16395,Lachish,6,1,AjCl,NA_,Lachish,Epigraphic,prose,Q,SP,W,5,NP,det,3,AdjP,NA,1,Main,neg,Hebrew,_,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,nominal
nom,16406,Lachish,6,1,AjCl,NA_,Lachish,Epigraphic,prose,Q,PS,no_conj,2,PrNP,det,3,AdjP,NA,1,Main,non_neg,Hebrew,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,impf
hyh,16407,Lachish,6,1,xQtX,NA_,Lachish,Epigraphic,prose,Q,PS,KJ,4,NP,und,1,PP,det,3,SubAdv,neg,Hebrew,_,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,nominal
nom,16409,Mesha_Stela,1,1,NmCl,NA_,Mesha_Stela,Epigraphic,prose,Q,SP,no_conj,2,PPrP,det,1,PrNP,det,7,Main,non_neg,Hebrew,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_mother
nom,16416,Mesha_Stela,1,5,NmCl,NA_,Mesha_Stela,Epigraphic,prose,Q,SP,no_conj,2,PrNP,det,1,NP,det,2,Main,non_neg,Hebrew,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nominal
nom,16465,Mesha_Stela,1,29,NmCl,NA_,Mesha_Stela,Epigraphic,prose,Q,SP,W,4,NP,und,1,PP,det,7,Main,non_neg,Hebrew,_,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,perf
nom,16475,Mesha_Stela,1,33,NmCl,NA_,Mesha_Stela,Epigraphic,prose,Q,PS,KJ,3,PPrP,det,1,NP,und,1,SubAdv,non_neg,Hebrew,_,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,perf
nom,16476,Mesha_Stela,1,33,NmCl,NA_,Mesha_Stela,Epigraphic,prose,Q,SP,KJ,3,NP,det,2,NP,und,1,SubAdv,non_neg,Hebrew,_,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,perf
hyh,16495,Mesad_Hashavyahu,1,1,xQtX,Resu_,Mesad_Hashavyahu,Epigraphic,prose,D,PS,no_conj,3,NP,det,2,VP,NA,1,Main,non_neg,Hebrew,_,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_pred
hyh,16517,Siloam,1,1,WXQt,NA_,Siloam,Epigraphic,prose,?,SP,W,3,DPrP,det,1,NP,det,3,Main,non_neg,Hebrew,_,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nominal
hyh,16524,Siloam,1,1,xQtX,NA_,Siloam,Epigraphic,prose,N,SP,KJ,4,NP,und,1,PP,det,3,SubAdv,non_neg,Hebrew,_,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wayq
hyh,16529,Siloam,1,1,WxQX,NA_,Siloam,Epigraphic,prose,?,PS,W,3,NP,det,7,NP,und,2,Main,non_neg,Hebrew,_,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,perf
